TransactionID,TransactionDate,CustomerID,BranchID,Region,AccountType,TransactionType,TransactionChannel,TransactionAmount,AccountBalance,CustomerAge,Gender,Occupation,MonthlyIncome,CreditScore,LoanStatus,AccountTenure,NumberOfTransactions,DigitalBankingUsage,CustomerSatisfaction,HighValueCustomer,FutureTransactionAmount
4615,2025-01-13,C43279,B015,Central,Savings,Transfer,ATM,468351.59,660899.16,58,Female,Civil Servant,130861.26,367,Yes,16.1,64,97.2,1.1,Yes,536810.03
4616,2024-03-17,C39480,B015,Eastern,Fixed Deposit,Bill Payment,Branch,100362.29,755519.42,29,Male,Business,66870.74,437,Yes,17.1,157,95.9,1.9,No,117963.07
4617,2024-02-22,C59569,B015,Central,Current,Deposit,Internet Banking,444219.62,612523.86,48,Female,Engineer,366760.43,544,No,5.4,179,57.6,3.2,No,533117.91
4618,2025-04-16,C96745,B013,Central,Current,Deposit,ATM,460526.07,1855275.18,37,Female,Civil Servant,387428.9,500,Yes,11.6,293,99.5,3.2,Yes,369255.31
4619,2025-10-12,C80978,B002,Central,Current,Loan Repayment,ATM,341080.0,394483.71,48,Female,Nurse,328463.51,335,Yes,3.7,254,85.3,2.3,Yes,346939.72
4620,2025-08-13,C80522,B001,Central,Savings,Deposit,ATM,164175.58,1007573.51,57,Male,Business,245605.62,503,Yes,19.8,5,84.0,2.8,No,209509.49
4621,2025-06-11,C71655,B001,Rift Valley,Fixed Deposit,Withdrawal,Branch,357223.79,907721.31,36,Male,Engineer,447206.91,426,No,9.5,107,77.2,1.7,Yes,335870.47
4622,2025-08-09,C57401,B003,Rift Valley,Savings,Bill Payment,Internet Banking,195618.35,399670.03,58,Female,Nurse,64536.12,724,No,18.6,107,70.5,1.6,No,223053.68
4623,2024-07-25,C70794,B014,Eastern,Current,Bill Payment,Branch,131223.36,695058.13,70,Male,Student,475580.47,659,No,19.8,155,87.7,2.7,Yes,111282.47
4624,2024-03-02,C75787,B015,Central,Current,Deposit,Branch,393904.96,1771499.38,38,Male,Nurse,456035.69,433,Yes,11.9,267,69.2,1.9,Yes,363641.44
4625,2025-04-08,C12810,B001,Rift Valley,Savings,Withdrawal,Mobile Banking,73148.29,523979.08,52,Male,Engineer,488056.4,403,Yes,9.0,241,91.6,4.6,Yes,66352.09
4626,2024-11-05,C24378,B013,Rift Valley,Fixed Deposit,Transfer,ATM,420948.15,1735862.24,60,Male,Teacher,320652.59,801,Yes,1.3,290,89.5,1.8,No,404328.4
4627,2024-05-21,C85881,B003,Central,Current,Loan Repayment,Internet Banking,39470.84,1204382.42,58,Male,Farmer,281890.83,447,Yes,19.3,166,36.1,1.9,Yes,47411.31
4628,2024-02-14,C95634,B002,Rift Valley,Fixed Deposit,Bill Payment,Branch,357875.67,876771.37,32,Female,Civil Servant,49831.42,579,No,12.8,191,11.9,3.1,Yes,397253.11
4629,2024-04-05,C26111,B010,Western,Savings,Withdrawal,Branch,449616.73,295089.11,65,Female,Student,378367.51,723,No,13.2,90,63.9,4.4,No,458273.44
4630,2024-12-12,C27566,B003,Western,Current,Bill Payment,ATM,97693.14,894913.67,40,Female,Engineer,450652.21,650,No,13.8,219,57.8,4.4,No,110669.34
4631,2024-12-01,C86828,B011,Nairobi,Savings,Bill Payment,ATM,192183.94,1281868.75,49,Female,Civil Servant,90451.17,824,Yes,17.7,54,89.3,2.9,Yes,226090.76
4632,2025-03-07,C52812,B015,Eastern,Current,Deposit,Mobile Banking,156560.7,1487835.34,35,Male,Civil Servant,233970.97,362,Yes,12.5,89,23.3,3.3,No,197471.56
4633,2024-01-11,C24682,B001,Nairobi,Current,Withdrawal,Internet Banking,105198.96,1146930.92,22,Female,Civil Servant,182300.23,604,Yes,6.7,298,78.0,3.3,No,130975.36
4634,2024-11-23,C91349,B015,Nairobi,Fixed Deposit,Bill Payment,Branch,400507.78,1760062.92,67,Male,Engineer,495695.34,432,Yes,2.7,32,94.5,1.1,Yes,332548.08
4635,2025-05-08,C40354,B009,Rift Valley,Fixed Deposit,Bill Payment,Internet Banking,9396.89,355964.0,65,Male,Student,116840.81,752,No,5.7,148,21.4,2.3,Yes,7855.56
4636,2025-08-11,C22868,B014,Coast,Current,Loan Repayment,Mobile Banking,348807.15,333280.69,44,Male,Student,351009.94,346,Yes,16.6,185,7.5,2.7,Yes,330682.23
4637,2025-03-28,C76368,B007,Nairobi,Fixed Deposit,Loan Repayment,Mobile Banking,173787.22,296399.8,53,Female,Nurse,490589.67,606,No,2.3,219,68.9,4.0,No,151464.46
4638,2024-07-19,C20040,B001,Eastern,Fixed Deposit,Withdrawal,Branch,260403.3,690333.85,37,Female,Engineer,312497.03,823,No,9.1,211,71.7,3.7,Yes,262957.35
4639,2025-10-03,C85381,B010,Rift Valley,Fixed Deposit,Withdrawal,Branch,105848.46,1504967.96,66,Female,Student,146375.23,337,No,7.0,42,2.2,2.3,Yes,86345.28
4640,2024-03-09,C80814,B006,Eastern,Fixed Deposit,Bill Payment,ATM,156762.73,1531452.45,23,Male,Engineer,378829.19,661,Yes,8.1,85,51.8,3.2,No,183724.51
4641,2024-03-20,C34469,B004,Rift Valley,Savings,Transfer,Branch,191495.63,1153325.66,69,Female,Student,200107.85,695,Yes,19.9,63,96.1,4.6,No,154025.84
4642,2024-09-12,C72377,B006,Eastern,Fixed Deposit,Transfer,Branch,397367.14,1150940.83,30,Female,Business,145767.87,737,No,17.0,186,26.5,3.2,Yes,451890.86
4643,2024-03-29,C54569,B004,Coast,Savings,Transfer,Branch,135702.63,1487727.37,23,Male,Nurse,237533.33,558,Yes,9.4,268,95.6,2.7,No,111861.76
4644,2025-07-14,C44694,B005,Nairobi,Savings,Bill Payment,ATM,408327.39,719839.64,73,Male,Business,465072.08,830,No,16.2,14,11.6,1.5,Yes,401544.17
4645,2025-12-26,C45640,B011,Western,Current,Withdrawal,ATM,367799.08,30319.07,56,Female,Nurse,428123.35,564,No,17.7,173,7.7,4.1,No,392205.35
4646,2025-01-04,C28486,B001,Eastern,Fixed Deposit,Transfer,ATM,107928.84,1010122.19,24,Male,Civil Servant,415384.72,398,Yes,8.3,10,46.6,4.6,No,114267.98
4647,2025-07-08,C63354,B005,Nairobi,Current,Loan Repayment,Internet Banking,190615.56,242355.1,22,Male,Farmer,113064.52,434,No,17.7,131,77.0,2.7,No,181882.08
4648,2025-10-10,C98418,B011,Rift Valley,Current,Deposit,Internet Banking,356460.43,406852.21,61,Male,Engineer,151787.98,515,No,13.4,185,6.8,3.9,Yes,401905.43
4649,2025-12-21,C69602,B001,Coast,Savings,Deposit,ATM,194112.55,1757686.02,74,Male,Student,46884.74,708,No,6.1,162,30.7,2.2,Yes,228476.21
4650,2024-03-19,C77679,B014,Rift Valley,Fixed Deposit,Bill Payment,Internet Banking,26409.91,905564.71,19,Male,Teacher,212826.73,672,No,13.2,91,65.7,2.3,No,22327.07
4651,2024-05-30,C78936,B014,Nairobi,Current,Withdrawal,ATM,385781.11,294140.72,75,Male,Teacher,490646.64,355,No,17.7,300,40.2,3.8,Yes,339152.37
4652,2024-07-02,C61580,B009,Coast,Current,Loan Repayment,Mobile Banking,89184.86,1681352.81,27,Male,Nurse,149364.02,425,No,12.4,42,76.9,4.7,Yes,115192.25
4653,2025-12-26,C68213,B009,Coast,Savings,Bill Payment,ATM,322745.36,1037306.51,67,Male,Engineer,395983.49,463,Yes,4.2,67,20.7,2.6,Yes,266339.7
4654,2024-03-06,C46265,B001,Coast,Savings,Deposit,ATM,169798.63,1574831.5,73,Male,Farmer,330436.43,724,Yes,0.6,153,37.3,1.8,Yes,177543.84
4655,2024-01-28,C77291,B004,Nairobi,Fixed Deposit,Loan Repayment,Internet Banking,56203.15,173479.33,29,Female,Nurse,75400.76,822,Yes,9.8,279,64.9,4.1,Yes,68760.7
4656,2025-06-15,C89453,B011,Rift Valley,Savings,Bill Payment,Mobile Banking,450150.09,1014605.56,69,Female,Engineer,465820.4,688,No,9.4,16,60.4,4.4,No,535633.25
4657,2025-08-02,C83586,B015,Rift Valley,Savings,Withdrawal,Branch,463358.51,1581434.25,30,Female,Farmer,309108.47,562,Yes,18.2,152,79.1,2.5,No,372805.96
4658,2024-04-24,C96720,B015,Rift Valley,Current,Loan Repayment,ATM,219986.77,552663.03,48,Male,Business,497922.19,458,No,7.4,76,43.8,4.8,No,244327.11
4659,2024-11-15,C90942,B005,Central,Fixed Deposit,Transfer,Internet Banking,175615.85,970137.09,58,Female,Nurse,308262.66,821,Yes,16.0,164,1.4,1.1,No,159928.98
4660,2025-05-02,C65497,B009,Coast,Current,Deposit,Internet Banking,207615.58,608188.91,67,Female,Farmer,481751.38,321,No,16.8,243,37.8,2.7,Yes,237680.4
4661,2025-06-30,C69994,B003,Coast,Fixed Deposit,Transfer,Branch,415542.2,1280830.72,36,Male,Civil Servant,265047.0,719,No,11.0,296,63.0,1.4,Yes,456657.64
4662,2025-01-02,C63721,B012,Coast,Fixed Deposit,Bill Payment,Internet Banking,263365.49,971805.85,62,Male,Nurse,400907.9,835,Yes,12.4,58,4.7,4.3,Yes,308469.91
4663,2024-07-09,C95450,B009,Eastern,Fixed Deposit,Withdrawal,Mobile Banking,399549.01,1024325.47,47,Female,Engineer,287024.14,555,Yes,16.3,257,27.0,3.7,Yes,490170.41
4664,2024-06-13,C74007,B011,Eastern,Current,Loan Repayment,Internet Banking,386705.87,1252196.54,63,Female,Teacher,344928.43,806,No,3.2,92,71.5,4.5,No,326658.0
4665,2024-04-17,C51890,B005,Central,Current,Transfer,Internet Banking,145839.29,1291500.45,35,Female,Teacher,424235.36,376,No,4.2,67,25.9,2.2,Yes,150997.89
4666,2024-02-27,C30865,B003,Eastern,Fixed Deposit,Transfer,ATM,100612.91,1790092.19,46,Male,Engineer,323874.26,550,No,16.7,259,87.7,3.1,Yes,87017.12
4667,2025-08-04,C62017,B003,Central,Fixed Deposit,Deposit,Mobile Banking,89325.32,1572500.17,69,Female,Farmer,25574.01,737,Yes,2.0,75,43.3,1.3,Yes,108639.53
4668,2025-05-07,C62164,B006,Central,Savings,Bill Payment,Internet Banking,107444.56,1876196.93,39,Female,Teacher,317767.1,331,No,6.0,249,42.0,4.5,Yes,88144.68
4669,2024-10-14,C17276,B009,Coast,Savings,Bill Payment,Mobile Banking,184353.73,1540201.28,61,Female,Student,435176.67,431,No,4.5,63,67.4,2.5,No,217886.0
4670,2024-04-04,C84947,B002,Rift Valley,Current,Loan Repayment,Internet Banking,492017.98,916481.71,24,Male,Business,443599.83,830,Yes,3.7,26,45.1,3.9,Yes,484381.22
4671,2025-09-24,C99488,B014,Eastern,Current,Loan Repayment,Branch,74949.64,880126.93,68,Female,Civil Servant,267851.94,514,No,8.4,83,28.3,3.2,Yes,90718.53
4672,2025-09-25,C48259,B015,Western,Fixed Deposit,Deposit,ATM,42489.35,1351054.75,56,Female,Farmer,466304.98,608,No,7.2,63,24.9,2.3,No,54002.7
4673,2025-02-23,C45492,B008,Central,Current,Withdrawal,Branch,310357.21,1602462.77,42,Female,Civil Servant,407570.79,363,Yes,18.6,256,20.7,3.4,Yes,390327.27
4674,2025-05-16,C37109,B010,Rift Valley,Fixed Deposit,Deposit,Internet Banking,286276.27,1378226.72,22,Male,Engineer,242782.84,556,No,13.7,200,88.9,2.3,Yes,249188.15
4675,2024-09-29,C40726,B013,Eastern,Current,Deposit,Internet Banking,420940.26,856630.78,22,Male,Business,279366.64,641,Yes,19.2,298,7.5,4.1,No,399591.02
4676,2025-12-26,C59067,B003,Nairobi,Fixed Deposit,Bill Payment,Internet Banking,190774.65,377376.01,59,Male,Farmer,50374.2,327,Yes,18.7,104,40.9,4.0,Yes,197043.19
4677,2024-12-16,C42879,B005,Eastern,Fixed Deposit,Bill Payment,ATM,466708.38,161913.89,28,Female,Student,222406.37,717,Yes,17.4,220,88.2,1.5,No,482736.95
4678,2025-06-16,C25310,B007,Central,Savings,Bill Payment,ATM,330861.97,602154.91,58,Male,Teacher,349689.68,694,Yes,17.8,38,99.6,3.1,No,388010.21
4679,2024-12-16,C99611,B002,Central,Fixed Deposit,Deposit,Branch,436085.96,1595044.53,64,Male,Civil Servant,334418.87,454,No,5.4,206,78.2,3.5,Yes,499816.11
4680,2024-11-18,C41100,B001,Central,Fixed Deposit,Transfer,Branch,352562.77,560632.73,60,Male,Business,25089.81,475,No,7.1,294,24.9,3.5,No,381847.97
4681,2025-02-10,C25169,B008,Eastern,Fixed Deposit,Withdrawal,ATM,380105.38,860031.44,55,Female,Business,485020.0,378,Yes,4.6,231,51.0,2.0,No,464507.85
4682,2024-07-04,C92035,B002,Western,Fixed Deposit,Loan Repayment,Mobile Banking,282467.64,443966.45,29,Male,Farmer,376453.03,337,No,8.0,62,50.9,4.7,No,344722.4
4683,2025-08-27,C27063,B013,Coast,Savings,Loan Repayment,Mobile Banking,452841.99,1856268.18,29,Female,Nurse,390539.7,370,Yes,6.6,133,87.0,3.7,Yes,516615.51
4684,2024-04-02,C26687,B003,Coast,Current,Withdrawal,Mobile Banking,138426.97,842230.63,67,Male,Student,484255.1,380,Yes,10.6,188,94.0,1.8,Yes,150425.3
4685,2024-11-09,C16831,B012,Eastern,Savings,Loan Repayment,Mobile Banking,455145.82,215056.82,74,Male,Engineer,340287.21,766,Yes,10.5,149,25.7,2.6,No,388284.62
4686,2025-10-06,C66583,B011,Central,Current,Withdrawal,ATM,346612.33,1844714.8,61,Male,Civil Servant,275784.71,530,Yes,13.8,167,47.4,2.0,Yes,384838.8
4687,2025-01-26,C80890,B007,Nairobi,Savings,Withdrawal,Mobile Banking,174445.57,1852438.55,53,Female,Civil Servant,373799.18,750,Yes,5.6,50,79.7,1.6,Yes,214750.37
4688,2025-02-11,C58635,B002,Rift Valley,Current,Transfer,ATM,288304.22,851621.02,37,Male,Farmer,463315.91,621,Yes,10.8,275,54.5,3.5,No,231877.58
4689,2024-01-31,C40390,B013,Coast,Savings,Deposit,Internet Banking,61436.38,1969378.36,60,Female,Nurse,145068.54,630,No,6.1,254,35.9,1.1,No,66292.32
4690,2025-01-09,C63462,B005,Coast,Fixed Deposit,Withdrawal,Branch,240286.68,563502.57,31,Female,Farmer,313472.73,322,Yes,4.7,198,77.7,3.6,Yes,232309.09
4691,2025-04-14,C70346,B002,Nairobi,Current,Transfer,Branch,425917.39,262212.19,35,Male,Teacher,387319.58,782,No,7.5,11,13.7,4.3,Yes,490913.5
4692,2025-10-23,C98006,B010,Central,Fixed Deposit,Withdrawal,Internet Banking,132219.58,581967.76,74,Female,Civil Servant,119578.83,544,Yes,19.6,228,81.6,1.1,No,108139.17
4693,2024-03-14,C12039,B008,Western,Current,Withdrawal,Branch,359097.21,1657168.41,61,Female,Engineer,478180.32,572,No,12.2,112,25.5,1.0,Yes,293473.14
4694,2025-12-06,C76905,B010,Eastern,Savings,Deposit,Branch,288261.68,458841.94,67,Male,Civil Servant,238314.16,333,No,11.6,43,83.1,1.5,No,371067.17
4695,2024-06-22,C41757,B015,Western,Savings,Transfer,Mobile Banking,390605.61,867639.15,25,Male,Farmer,493635.0,430,No,14.3,284,54.2,4.2,Yes,491587.38
4696,2024-11-25,C51123,B012,Central,Fixed Deposit,Bill Payment,Mobile Banking,90079.37,1321097.05,59,Male,Engineer,369477.17,813,No,12.2,277,13.7,2.6,Yes,80412.23
4697,2024-12-08,C40904,B008,Western,Fixed Deposit,Bill Payment,ATM,355057.96,1802451.66,21,Female,Engineer,260257.25,813,No,1.0,2,42.9,4.5,No,296249.3
4698,2024-08-04,C53737,B006,Western,Current,Transfer,Internet Banking,301067.27,629237.03,47,Male,Business,108582.88,757,No,1.2,33,79.9,3.1,No,246539.27
4699,2025-07-29,C74399,B011,Coast,Savings,Bill Payment,ATM,476090.41,1491787.42,45,Female,Student,367313.43,543,Yes,0.8,180,86.1,3.4,Yes,490460.52
4700,2024-07-12,C84858,B003,Western,Savings,Transfer,Branch,330335.86,1144877.33,75,Male,Teacher,366675.71,841,Yes,11.3,70,48.9,2.6,Yes,344833.24
4701,2025-05-25,C51670,B014,Nairobi,Savings,Bill Payment,Internet Banking,413500.5,1773588.36,23,Male,Nurse,13926.06,700,Yes,2.8,24,25.8,1.1,No,396935.54
4702,2024-08-24,C57954,B009,Nairobi,Savings,Bill Payment,Branch,429154.65,1449765.13,48,Female,Civil Servant,397188.2,780,Yes,2.1,139,53.8,2.1,No,368036.85
4703,2024-01-09,C72822,B014,Western,Fixed Deposit,Transfer,Internet Banking,171156.53,1754757.21,25,Male,Teacher,210279.85,520,Yes,9.0,65,9.8,4.8,No,185075.83
4704,2024-08-20,C77744,B005,Western,Savings,Withdrawal,Internet Banking,2533.54,1761246.64,33,Female,Farmer,399402.56,676,Yes,3.0,7,78.9,4.5,Yes,2059.46
4705,2025-11-19,C37602,B009,Coast,Current,Loan Repayment,Branch,78587.33,1391901.47,75,Female,Business,320866.88,452,No,5.9,7,72.0,4.6,Yes,94893.88
4706,2024-11-30,C44000,B014,Eastern,Fixed Deposit,Bill Payment,Mobile Banking,234558.41,1986146.5,66,Male,Engineer,57931.77,393,No,16.7,299,70.0,3.3,No,201215.96
4707,2025-05-06,C25800,B014,Nairobi,Savings,Withdrawal,Mobile Banking,233389.14,598455.82,36,Male,Student,191988.96,553,Yes,5.5,197,37.7,3.3,Yes,198869.79
4708,2025-01-30,C40699,B014,Rift Valley,Fixed Deposit,Transfer,ATM,422042.5,1033263.33,25,Female,Civil Servant,172227.51,300,No,18.6,32,13.7,3.5,Yes,500266.43
4709,2024-01-14,C35359,B002,Eastern,Current,Loan Repayment,Internet Banking,457530.81,806729.16,28,Male,Engineer,346673.99,560,Yes,5.9,173,33.3,3.4,Yes,372762.74
4710,2025-02-24,C93993,B001,Coast,Savings,Bill Payment,ATM,223471.33,1528048.73,61,Male,Business,18474.4,770,Yes,14.7,252,75.4,3.2,Yes,197185.12
4711,2025-08-24,C47063,B009,Rift Valley,Current,Bill Payment,ATM,18313.13,280601.42,36,Female,Civil Servant,10132.87,839,No,6.6,118,36.2,2.9,Yes,22881.39
4712,2024-05-29,C30453,B012,Nairobi,Fixed Deposit,Deposit,ATM,139111.01,1026451.04,60,Female,Student,179276.71,760,No,13.7,290,73.0,4.1,Yes,144089.84
4713,2024-09-28,C40699,B011,Western,Fixed Deposit,Loan Repayment,Mobile Banking,30159.71,1312590.78,45,Male,Nurse,43556.16,799,Yes,6.5,222,39.1,4.8,Yes,28206.58
4714,2025-10-16,C62615,B004,Rift Valley,Fixed Deposit,Loan Repayment,ATM,394968.61,603549.89,43,Male,Nurse,33461.57,383,No,5.9,233,29.7,4.9,Yes,398170.1
4715,2025-05-30,C49966,B004,Central,Fixed Deposit,Transfer,ATM,144520.6,1529523.47,39,Male,Engineer,467549.39,484,No,19.1,265,42.0,3.4,Yes,184655.99
4716,2025-09-03,C40647,B013,Coast,Savings,Deposit,Internet Banking,423869.11,1497188.93,61,Male,Student,401080.86,364,Yes,3.2,164,92.0,2.5,No,525806.16
4717,2025-01-06,C45635,B012,Coast,Fixed Deposit,Loan Repayment,ATM,49379.45,1413857.69,30,Male,Student,191917.25,776,No,12.3,132,34.4,2.5,No,54769.0
4718,2025-03-05,C12144,B012,Western,Fixed Deposit,Loan Repayment,Mobile Banking,61519.25,1090683.86,42,Male,Nurse,233801.08,712,Yes,7.2,39,39.2,2.5,No,54688.94
4719,2025-10-31,C71632,B006,Rift Valley,Current,Deposit,Internet Banking,319093.27,1563107.27,57,Female,Engineer,379248.22,509,Yes,5.5,138,55.0,4.2,No,400541.17
4720,2024-02-27,C86688,B008,Eastern,Fixed Deposit,Bill Payment,Branch,49558.07,1476307.14,21,Female,Business,429016.24,831,Yes,0.6,163,81.4,4.5,No,59187.16
4721,2024-12-19,C75625,B013,Nairobi,Current,Transfer,Internet Banking,174962.95,1779022.22,66,Female,Student,272173.04,319,No,17.3,51,87.3,3.2,No,161460.02
4722,2024-03-28,C11815,B013,Western,Savings,Withdrawal,Mobile Banking,100704.15,706822.02,35,Female,Business,54812.14,492,Yes,6.3,260,93.8,3.6,No,124280.68
4723,2025-08-03,C82787,B007,Western,Current,Deposit,Mobile Banking,470987.29,1001807.64,33,Male,Engineer,293787.43,656,No,4.1,238,56.4,1.8,No,414783.51
4724,2024-07-19,C95859,B005,Coast,Current,Loan Repayment,ATM,298188.54,408192.15,59,Female,Teacher,489587.62,384,Yes,6.2,3,41.6,5.0,Yes,351442.88
4725,2024-09-11,C15344,B013,Coast,Fixed Deposit,Deposit,Internet Banking,497841.07,1644520.4,75,Female,Student,271570.04,825,Yes,18.3,189,28.9,1.7,No,421126.42
4726,2024-01-23,C66478,B003,Coast,Current,Bill Payment,Internet Banking,73851.28,45355.87,37,Female,Business,480342.96,782,Yes,18.4,300,12.6,3.3,No,75735.46
4727,2024-10-09,C55060,B005,Coast,Current,Deposit,Internet Banking,463402.28,120542.9,29,Male,Civil Servant,209968.97,599,No,17.4,256,18.6,1.6,Yes,594509.14
4728,2024-01-11,C67452,B015,Central,Current,Transfer,Branch,57724.72,1444326.03,54,Male,Civil Servant,451404.15,732,No,6.8,158,80.8,4.5,No,66202.81
4729,2025-08-08,C48604,B015,Rift Valley,Fixed Deposit,Transfer,Internet Banking,93859.39,1420538.87,70,Female,Student,192989.26,496,Yes,13.2,145,12.9,1.9,No,83725.94
4730,2025-03-13,C55996,B008,Eastern,Savings,Withdrawal,Branch,281973.78,1473804.0,21,Male,Teacher,378239.12,303,No,16.1,23,59.1,1.3,Yes,360123.08
4731,2024-05-13,C58163,B011,Eastern,Fixed Deposit,Bill Payment,Branch,201259.86,1343242.72,57,Male,Farmer,114568.29,620,No,7.7,143,74.4,2.7,No,257724.41
4732,2025-07-31,C25479,B005,Rift Valley,Current,Transfer,Mobile Banking,420145.82,782247.88,33,Male,Engineer,477614.11,604,No,18.3,87,95.2,4.6,Yes,487893.81
4733,2025-01-28,C11313,B001,Nairobi,Current,Withdrawal,Internet Banking,309791.78,173708.52,55,Female,Nurse,462646.73,676,Yes,17.0,125,53.9,2.7,Yes,401630.78
4734,2024-01-15,C17039,B011,Nairobi,Savings,Transfer,Internet Banking,166219.36,535697.67,42,Male,Business,166604.88,739,Yes,14.7,14,19.1,3.6,Yes,167848.05
4735,2024-07-08,C15191,B004,Eastern,Current,Transfer,Mobile Banking,462976.81,827019.67,71,Female,Nurse,218831.79,592,No,1.6,272,80.0,3.3,Yes,433232.19
4736,2024-02-29,C11612,B007,Eastern,Current,Bill Payment,ATM,226032.53,1192385.86,35,Male,Business,453772.71,465,Yes,5.0,60,80.5,2.5,No,243042.46
4737,2024-03-17,C89076,B001,Rift Valley,Current,Loan Repayment,ATM,477560.76,577750.03,62,Female,Engineer,291623.52,573,Yes,16.1,295,15.0,4.7,Yes,503815.95
4738,2024-03-07,C90609,B007,Nairobi,Fixed Deposit,Bill Payment,ATM,491874.22,478771.91,69,Male,Nurse,305237.44,367,No,16.6,32,43.5,4.5,No,601164.29
4739,2025-06-20,C65803,B002,Central,Fixed Deposit,Bill Payment,ATM,171527.26,29788.98,62,Female,Engineer,227555.54,377,No,11.1,182,18.9,2.9,No,177058.18
4740,2024-05-21,C82446,B010,Rift Valley,Savings,Deposit,Internet Banking,208915.44,1039114.76,43,Female,Nurse,284033.81,456,No,16.7,149,36.8,3.9,No,201260.19
4741,2025-03-18,C40619,B005,Central,Current,Transfer,Internet Banking,83015.67,1121800.21,47,Female,Engineer,15952.51,393,Yes,7.3,240,95.6,2.2,Yes,100431.23
4742,2024-12-24,C86365,B009,Western,Current,Withdrawal,Branch,153719.16,964041.02,19,Female,Student,230218.41,468,No,7.1,118,30.8,1.2,No,180660.72
4743,2024-11-19,C58553,B009,Coast,Savings,Bill Payment,ATM,174258.71,1170730.86,67,Female,Student,274991.09,578,No,2.6,120,93.4,4.6,No,217263.75
4744,2024-02-11,C26666,B010,Central,Current,Bill Payment,Branch,413956.57,1452868.79,62,Female,Business,47093.35,592,No,19.9,150,4.7,3.7,No,497450.0
4745,2024-10-06,C56155,B005,Rift Valley,Savings,Loan Repayment,Mobile Banking,392108.63,73764.09,54,Female,Student,476820.13,542,No,2.8,248,34.1,1.6,Yes,389509.08
4746,2024-02-04,C81809,B012,Rift Valley,Current,Bill Payment,Mobile Banking,375451.14,716651.94,38,Female,Farmer,292518.65,801,No,12.4,235,15.8,2.1,Yes,376949.04
4747,2024-12-27,C33713,B012,Eastern,Fixed Deposit,Deposit,Branch,484008.62,50550.69,59,Male,Engineer,176132.2,595,No,11.0,89,80.8,1.7,No,498915.3
4748,2024-04-19,C17477,B009,Rift Valley,Savings,Transfer,Internet Banking,306988.75,928705.89,71,Male,Farmer,315695.59,410,Yes,9.6,129,66.6,4.9,No,368437.35
4749,2024-02-25,C72146,B009,Eastern,Fixed Deposit,Deposit,ATM,493563.71,1030572.31,20,Female,Student,29705.73,793,Yes,4.2,280,30.7,4.6,Yes,460850.24
4750,2024-06-08,C98024,B001,Nairobi,Fixed Deposit,Deposit,Branch,406169.4,67446.68,72,Male,Engineer,29638.94,784,No,19.7,243,17.5,1.7,No,441971.56
4751,2025-03-01,C67980,B006,Eastern,Savings,Withdrawal,ATM,162723.96,281721.13,33,Female,Student,296648.58,523,No,11.9,57,83.7,2.6,Yes,161695.47
4752,2025-04-08,C68052,B001,Nairobi,Fixed Deposit,Transfer,Mobile Banking,20715.08,1191810.8,75,Female,Nurse,459000.55,490,No,6.4,180,95.4,2.4,Yes,21281.5
4753,2024-07-23,C24563,B005,Eastern,Savings,Deposit,ATM,345523.5,465691.38,33,Female,Farmer,134408.06,401,Yes,14.0,288,13.1,4.3,No,349893.61
4754,2024-10-13,C61469,B014,Western,Fixed Deposit,Bill Payment,Internet Banking,308447.74,812.53,64,Male,Engineer,237941.99,815,Yes,17.2,270,32.7,3.8,Yes,308715.7
4755,2024-08-07,C66139,B001,Rift Valley,Fixed Deposit,Deposit,Mobile Banking,231794.53,1059056.06,48,Female,Nurse,371901.37,517,Yes,5.7,196,45.6,3.2,No,249513.81
4756,2024-07-13,C67371,B007,Eastern,Fixed Deposit,Transfer,ATM,94610.94,713402.35,23,Male,Farmer,296059.91,637,No,19.4,13,1.8,2.1,No,98149.71
